please_indicate_what_best_describes_you_,What_outsourced_public_service,What_outsourced_public_service/garbage_waste_disposal,What_outsourced_public_service/fresh_water_supply,What_outsourced_public_service/cleaning_of_business_environme,What_outsourced_public_service/use_of_car_parking_space,What_outsourced_public_service/AUTOMATIC,please_specify,name_of_your_county_government_,group_qo7it23/the_county_government_will_have_modern_looking_equipment_,group_qo7it23/the_physical_facilities_at_county_government_offices_will_be_visually_appealing_,group_qo7it23/employees_at_county_government_offices_will_be_neat_in_their_appearance_,group_qo7it23/materials_associated_with_the_service_pamphlets_or_statements_will_be_visually_appealing_at_county_government_offices_,group_qo7it23/when_the_county_government_promises_to_do_something_by_a_certain_time_they_do_,group_qo7it23/when_a_customer_has_a_problem_county_government_officers_will_show_a_sincere_interest_in_solving_it_,group_qo7it23/county_government_officers_will_perform_the_service_right_the_first_time_,group_qo7it23/the_county_government_will_provide_the_service_at_the_time_they_promise_to_do_so_,group_qo7it23/the_county_government_will_insist_on_error_free_records_,group_qo7it23/employees_of_the_county_government_will_tell_customers_exactly_when_services_will_be_performed_,group_qo7it23/employees_of_the_county_government_will_give_prompt_service_to_customers_,group_qo7it23/employees_of_the_county_government_will_always_be_willing_to_help_customers_,group_qo7it23/employees_of_the_county_government_will_never_be_too_busy_to_respond_to_customers_requests_,group_qo7it23/the_behavior_of_employees_in_the_county_government_offices_will_instil_confidence_in_customers_,group_qo7it23/customers_of_county_government_will_feel_safe_in_transactions_,group_qo7it23/employees_of_the_county_government_will_be_consistently_courteous_with_customers_,group_qo7it23/employees_of_the_county_government_will_have_the_knowledge_to_answer_customers_questions_,group_qo7it23/county_government_officers_will_give_customers_individual_attention_,group_qo7it23/county_governments_will_have_operating_hours_convenient_to_all_their_customers_,group_qo7it23/county_governments_will_have_employees_who_give_customers_personal_service_,group_qo7it23/county_governments_will_have_their_customers_best_interest_at_heart_,group_qo7it23/the_employees_of_the_county_government_will_understand_the_specific_needs_of_their_customers_,group_my4qi80/the_county_government_has_modern_looking_equipment_,group_my4qi80/the_county_government_s_physical_features_are_visually_appealing_,group_my4qi80/the_county_government_s_reception_desk_employees_are_neat_appearing_,group_my4qi80/materials_associated_with_the_service_such_as_pamphlets_or_statements_are_visually_appealing_at_the_county_government_offices_,group_my4qi80/when_the_county_government_promises_to_do_something_by_a_certain_time_it_does_so_,group_my4qi80/when_you_have_a_problem_the_county_government_employees_show_a_sincere_interest_in_solving_it_,group_my4qi80/the_county_government_performs_the_service_right_the_first_time_,group_my4qi80/the_county_government_provides_its_service_at_the_time_it_promises_to_do_so_,group_my4qi80/the_county_government_insists_on_error_free_records_,group_my4qi80/employees_in_the_county_government_offices_tell_you_exactly_when_the_services_will_be_performed_,group_my4qi80/employees_in_the_county_government_offices_give_you_prompt_service_,group_my4qi80/employees_in_the_county_government_offices_are_always_willing_to_help_you_,group_my4qi80/employees_in_the_county_government_offices_are_never_too_busy_to_respond_to_your_request_,group_my4qi80/the_behavior_of_employees_in_the_county_government_offices_instils_confidence_in_you_,group_my4qi80/you_feel_safe_in_your_transactions_with_the_county_government_officers_,group_my4qi80/employees_of_the_county_government_are_consistently_courteous_with_you_,group_my4qi80/employees_of_the_county_government_have_the_knowledge_to_answer_your_questions_,group_my4qi80/employees_of_the_county_government_give_you_individual_attention_,group_my4qi80/the_county_government_has_operating_hours_convenient_to_all_its_customers_,group_my4qi80/the_county_government_has_employees_who_give_you_personal_attention_,group_my4qi80/the_county_government_has_your_best_interests_at_heart_,group_my4qi80/the_employees_of_the_county_government_understand_your_specific_needs_,start,end,meta/instanceID,_id,_uuid,_submission_time,_index,_parent_table_name,_parent_index,_tags,_notes
resident_custo,garbage_waste_disposal fresh_water_supply,TRUE,TRUE,FALSE,FALSE,FALSE,,mombasa_county,neutral,agree,strongly_agree,agree,disagree,agree,disagree,disagree,agree,agree,neutral,neutral,neutral,neutral,neutral,neutral,neutral,agree,agree,disagree,neutral,neutral,disagree,agree,agree,agree,disagree,disagree,disagree,disagree,disagree,agree,neutral,neutral,option_5,disagree,disagree,disagree,disagree,disagree,agree,disagree,disagree,option_5,2016-03-07T15:09:05.046+03,2016-03-07T15:12:08.392+03,uuid:3c48e1fc-606a-4607-afc6-4a6de7b88b3c,690819,3c48e1fc-606a-4607-afc6-4a6de7b88b3c,2016-03-07T12:24:37,94,,-1,,
resident_custo,garbage_waste_disposal fresh_water_supply use_of_car_parking_space,TRUE,TRUE,FALSE,TRUE,FALSE,,mombasa_county,strongly_disag,strongly_agree,strongly_agree,strongly_disag,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,option_5,agree,strongly_agree,option_5,strongly_agree,agree,agree,strongly_agree,strongly_agree,strongly_agree,agree,option_5,neutral,option_5,neutral,agree,strongly_agree,agree,agree,agree,strongly_agree,strongly_agree,2016-03-07T15:12:31.923+03,2016-03-07T15:15:06.834+03,uuid:64610c44-b74d-493d-bf62-ed29a5457480,690820,64610c44-b74d-493d-bf62-ed29a5457480,2016-03-07T12:24:38,95,,-1,,
resident_custo,garbage_waste_disposal fresh_water_supply,TRUE,TRUE,FALSE,FALSE,FALSE,,mombasa_county,disagree,disagree,agree,agree,disagree,strongly_disag,strongly_disag,strongly_disag,strongly_disag,agree,neutral,disagree,neutral,agree,agree,agree,agree,agree,neutral,agree,neutral,neutral,disagree,disagree,agree,option_5,disagree,disagree,option_5,disagree,option_5,neutral,neutral,agree,neutral,agree,agree,agree,disagree,neutral,neutral,neutral,neutral,disagree,2016-03-07T15:15:29.912+03,2016-03-07T15:18:22.582+03,uuid:eb207850-eebd-426e-8e0a-4e5df0f99a18,690821,eb207850-eebd-426e-8e0a-4e5df0f99a18,2016-03-07T12:24:39,96,,-1,,
business_custo,use_of_car_parking_space,FALSE,FALSE,FALSE,TRUE,FALSE,,mombasa_county,strongly_agree,neutral,agree,neutral,disagree,disagree,agree,disagree,strongly_agree,agree,disagree,neutral,neutral,neutral,neutral,disagree,neutral,disagree,neutral,neutral,neutral,neutral,agree,neutral,neutral,neutral,disagree,option_5,agree,neutral,strongly_agree,neutral,neutral,disagree,disagree,neutral,neutral,disagree,neutral,disagree,disagree,disagree,neutral,neutral,2016-03-07T15:18:45.155+03,2016-03-07T15:21:15.382+03,uuid:9c9a0a57-71d8-461c-b378-5daaa03a8297,690822,9c9a0a57-71d8-461c-b378-5daaa03a8297,2016-03-07T12:24:40,97,,-1,,
resident_custo,garbage_waste_disposal fresh_water_supply,TRUE,TRUE,FALSE,FALSE,FALSE,,mombasa_county,agree,agree,agree,neutral,neutral,neutral,agree,neutral,neutral,agree,neutral,neutral,neutral,strongly_disag,agree,neutral,neutral,neutral,neutral,agree,strongly_disag,agree,disagree,disagree,option_5,disagree,option_5,disagree,neutral,neutral,disagree,neutral,option_5,disagree,disagree,disagree,disagree,neutral,disagree,disagree,option_5,neutral,option_5,neutral,2016-03-07T15:21:57.850+03,2016-03-07T15:24:03.300+03,uuid:ac8f5302-0316-403b-8c12-2bd63ce8c4dd,690823,ac8f5302-0316-403b-8c12-2bd63ce8c4dd,2016-03-07T12:24:41,98,,-1,,
business_custo,garbage_waste_disposal,TRUE,FALSE,FALSE,FALSE,FALSE,,mombasa_county,agree,neutral,strongly_agree,neutral,strongly_disag,strongly_disag,strongly_agree,disagree,strongly_agree,agree,disagree,disagree,disagree,neutral,neutral,neutral,neutral,disagree,disagree,disagree,neutral,neutral,agree,neutral,agree,neutral,disagree,disagree,agree,agree,strongly_agree,agree,neutral,disagree,disagree,neutral,neutral,disagree,option_5,disagree,agree,neutral,neutral,neutral,2016-03-07T15:24:56.298+03,2016-03-07T15:27:14.891+03,uuid:071905f5-9323-4ef3-bfde-c90792452311,691273,071905f5-9323-4ef3-bfde-c90792452311,2016-03-07T13:38:35,99,,-1,,
resident_custo,garbage_waste_disposal fresh_water_supply,TRUE,TRUE,FALSE,FALSE,FALSE,,mombasa_county,agree,agree,strongly_agree,strongly_agree,strongly_disag,strongly_disag,strongly_agree,strongly_disag,neutral,strongly_disag,strongly_disag,strongly_disag,strongly_disag,strongly_disag,strongly_agree,agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,agree,agree,agree,agree,strongly_agree,strongly_agree,agree,agree,agree,agree,agree,option_5,strongly_agree,option_5,option_5,disagree,agree,agree,agree,agree,2016-03-07T15:27:35.714+03,2016-03-07T15:31:39.344+03,uuid:96fec69c-a4c5-49d8-9406-3ddee3717fff,691274,96fec69c-a4c5-49d8-9406-3ddee3717fff,2016-03-07T13:38:37,100,,-1,,
resident_custo,garbage_waste_disposal fresh_water_supply,TRUE,TRUE,FALSE,FALSE,FALSE,,mombasa_county,agree,agree,strongly_agree,disagree,strongly_disag,agree,agree,strongly_disag,disagree,agree,disagree,disagree,disagree,agree,strongly_agree,neutral,agree,agree,agree,strongly_disag,disagree,agree,option_5,agree,agree,agree,option_5,disagree,agree,agree,disagree,agree,agree,agree,neutral,agree,strongly_agree,disagree,agree,agree,agree,disagree,disagree,agree,2016-03-07T15:31:54.128+03,2016-03-07T15:34:11.612+03,uuid:e1044805-e67a-4977-b922-ec1600d48d7b,691275,e1044805-e67a-4977-b922-ec1600d48d7b,2016-03-07T13:38:38,101,,-1,,
business_custo,garbage_waste_disposal fresh_water_supply,TRUE,TRUE,FALSE,FALSE,FALSE,,mombasa_county,neutral,neutral,agree,agree,disagree,disagree,neutral,disagree,neutral,neutral,neutral,disagree,disagree,neutral,agree,agree,neutral,neutral,agree,neutral,neutral,neutral,agree,neutral,neutral,neutral,agree,disagree,neutral,neutral,neutral,agree,disagree,disagree,agree,neutral,disagree,disagree,disagree,disagree,neutral,neutral,neutral,disagree,2016-03-07T15:34:28.550+03,2016-03-07T15:38:04.115+03,uuid:7eed5f2c-62ea-4555-b2fc-f320fc8cbf67,691276,7eed5f2c-62ea-4555-b2fc-f320fc8cbf67,2016-03-07T13:38:39,102,,-1,,
resident_custo,garbage_waste_disposal fresh_water_supply use_of_car_parking_space,TRUE,TRUE,FALSE,TRUE,FALSE,,mombasa_county,neutral,neutral,neutral,neutral,disagree,strongly_disag,neutral,strongly_disag,neutral,neutral,neutral,neutral,disagree,neutral,neutral,agree,agree,neutral,agree,neutral,neutral,neutral,option_5,option_5,neutral,option_5,option_5,option_5,option_5,option_5,option_5,option_5,option_5,option_5,option_5,option_5,option_5,option_5,option_5,option_5,neutral,option_5,option_5,option_5,2016-03-07T15:50:39.549+03,2016-03-07T15:52:54.212+03,uuid:6f32b42a-74ea-4532-88c5-8beecc5dad8d,691277,6f32b42a-74ea-4532-88c5-8beecc5dad8d,2016-03-07T13:38:40,103,,-1,,
resident_custo,garbage_waste_disposal fresh_water_supply use_of_car_parking_space,TRUE,TRUE,FALSE,TRUE,FALSE,,mombasa_county,disagree,disagree,disagree,disagree,disagree,disagree,disagree,disagree,disagree,disagree,disagree,disagree,disagree,disagree,agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,disagree,disagree,option_5,option_5,option_5,option_5,option_5,option_5,option_5,option_5,option_5,option_5,option_5,option_5,option_5,option_5,option_5,option_5,option_5,option_5,option_5,option_5,option_5,2016-03-07T15:53:14.395+03,2016-03-07T15:55:50.678+03,uuid:90d1902b-5270-4abc-8b87-d23a5377d510,691278,90d1902b-5270-4abc-8b87-d23a5377d510,2016-03-07T13:38:41,104,,-1,,
resident_custo,garbage_waste_disposal fresh_water_supply,TRUE,TRUE,FALSE,FALSE,FALSE,,mombasa_county,neutral,agree,agree,neutral,disagree,disagree,strongly_disag,neutral,neutral,agree,disagree,strongly_disag,strongly_disag,strongly_disag,neutral,strongly_disag,agree,strongly_disag,disagree,agree,disagree,disagree,disagree,disagree,option_5,disagree,disagree,option_5,option_5,option_5,option_5,option_5,option_5,disagree,option_5,option_5,option_5,option_5,option_5,disagree,disagree,option_5,disagree,option_5,2016-03-07T15:56:13.770+03,2016-03-07T15:59:49.241+03,uuid:11d09d69-e34a-45cd-90f1-67c56416c38d,691279,11d09d69-e34a-45cd-90f1-67c56416c38d,2016-03-07T13:38:42,105,,-1,,
resident_custo,garbage_waste_disposal fresh_water_supply,TRUE,TRUE,FALSE,FALSE,FALSE,,mombasa_county,disagree,disagree,agree,neutral,strongly_disag,strongly_disag,disagree,disagree,neutral,disagree,neutral,disagree,disagree,disagree,strongly_agree,agree,neutral,neutral,neutral,agree,disagree,disagree,neutral,disagree,agree,neutral,disagree,disagree,disagree,disagree,neutral,disagree,disagree,disagree,disagree,disagree,disagree,agree,neutral,disagree,neutral,agree,disagree,disagree,2016-03-07T16:00:07.979+03,2016-03-07T16:02:26.778+03,uuid:6d5d59be-f1ff-4eca-a29a-09d05aaf6d11,691281,6d5d59be-f1ff-4eca-a29a-09d05aaf6d11,2016-03-07T13:38:47,106,,-1,,
business_custo,garbage_waste_disposal fresh_water_supply cleaning_of_business_environme use_of_car_parking_space,TRUE,TRUE,TRUE,TRUE,FALSE,,mombasa_county,agree,agree,agree,agree,agree,agree,agree,agree,strongly_agree,strongly_agree,strongly_agree,agree,agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,agree,agree,option_5,option_5,option_5,option_5,option_5,disagree,disagree,neutral,neutral,neutral,neutral,neutral,disagree,disagree,disagree,disagree,disagree,disagree,disagree,disagree,option_5,disagree,2016-03-07T16:48:44.569+03,2016-03-07T16:51:07.152+03,uuid:db8fb391-88ac-45bc-9574-42eb3ff48b0c,691525,db8fb391-88ac-45bc-9574-42eb3ff48b0c,2016-03-07T14:15:27,107,,-1,,
business_custo,garbage_waste_disposal fresh_water_supply,TRUE,TRUE,FALSE,FALSE,FALSE,,mombasa_county,disagree,disagree,neutral,neutral,disagree,neutral,disagree,agree,disagree,agree,strongly_disag,strongly_disag,disagree,strongly_disag,agree,agree,agree,neutral,neutral,disagree,disagree,neutral,neutral,agree,neutral,disagree,disagree,neutral,disagree,agree,disagree,disagree,disagree,option_5,disagree,disagree,neutral,agree,neutral,neutral,neutral,disagree,disagree,disagree,2016-03-07T16:51:15.463+03,2016-03-07T16:53:54.670+03,uuid:ccc0c5b2-9ac1-489d-a745-31178661619b,691526,ccc0c5b2-9ac1-489d-a745-31178661619b,2016-03-07T14:15:27,108,,-1,,
business_custo,garbage_waste_disposal fresh_water_supply cleaning_of_business_environme,TRUE,TRUE,TRUE,FALSE,FALSE,,mombasa_county,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,neutral,neutral,neutral,neutral,agree,agree,neutral,agree,agree,neutral,neutral,neutral,neutral,2016-03-07T16:54:04.860+03,2016-03-07T16:57:02.151+03,uuid:7b1ae6a3-4d2b-45b1-9c87-c5069fb643eb,691527,7b1ae6a3-4d2b-45b1-9c87-c5069fb643eb,2016-03-07T14:15:28,109,,-1,,
resident_custo,garbage_waste_disposal fresh_water_supply,TRUE,TRUE,FALSE,FALSE,FALSE,,mombasa_county,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,agree,agree,agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,neutral,neutral,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,2016-03-07T16:57:19.214+03,2016-03-07T17:00:05.261+03,uuid:61078978-d6d3-46c3-92e3-73b796fee8e9,691528,61078978-d6d3-46c3-92e3-73b796fee8e9,2016-03-07T14:15:29,110,,-1,,
resident_custo,garbage_waste_disposal fresh_water_supply cleaning_of_business_environme,TRUE,TRUE,TRUE,FALSE,FALSE,,mombasa_county,agree,agree,agree,neutral,agree,neutral,neutral,neutral,agree,agree,agree,agree,agree,agree,strongly_agree,strongly_agree,strongly_agree,agree,agree,agree,agree,agree,disagree,disagree,disagree,disagree,disagree,disagree,disagree,disagree,agree,agree,agree,agree,disagree,disagree,disagree,disagree,disagree,disagree,disagree,disagree,disagree,disagree,2016-03-07T17:00:17.846+03,2016-03-07T17:03:19.835+03,uuid:e743e50b-76a6-4366-960e-679c8a1f5166,691529,e743e50b-76a6-4366-960e-679c8a1f5166,2016-03-07T14:15:29,111,,-1,,
business_custo,garbage_waste_disposal fresh_water_supply,TRUE,TRUE,FALSE,FALSE,FALSE,,mombasa_county,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,agree,agree,agree,disagree,disagree,disagree,neutral,agree,agree,agree,agree,agree,disagree,disagree,disagree,disagree,disagree,disagree,disagree,disagree,disagree,disagree,disagree,disagree,disagree,disagree,2016-03-07T17:03:35.543+03,2016-03-07T17:05:44.973+03,uuid:ce7cba4c-1252-4f2e-8882-d4a1d2dc1e80,691530,ce7cba4c-1252-4f2e-8882-d4a1d2dc1e80,2016-03-07T14:15:30,112,,-1,,
resident_custo,garbage_waste_disposal fresh_water_supply cleaning_of_business_environme,TRUE,TRUE,TRUE,FALSE,FALSE,,mombasa_county,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,strongly_agree,neutral,neutral,neutral,agree,agree,2016-03-07T17:05:52.689+03,2016-03-07T17:07:59.258+03,uuid:780cf8de-3f6a-4d6f-a10b-d62ed50fddce,691531,780cf8de-3f6a-4d6f-a10b-d62ed50fddce,2016-03-07T14:15:31,113,,-1,,
business_custo,garbage_waste_disposal fresh_water_supply cleaning_of_business_environme use_of_car_parking_space,TRUE,TRUE,TRUE,TRUE,FALSE,,mombasa_county,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,disagree,disagree,disagree,disagree,disagree,disagree,disagree,disagree,disagree,disagree,disagree,disagree,disagree,disagree,disagree,disagree,disagree,disagree,disagree,disagree,disagree,disagree,2016-03-07T17:08:06.165+03,2016-03-07T17:09:51.944+03,uuid:aaab85e5-165e-4e4c-888c-480539aefbf2,691532,aaab85e5-165e-4e4c-888c-480539aefbf2,2016-03-07T14:15:32,114,,-1,,
business_custo,garbage_waste_disposal fresh_water_supply cleaning_of_business_environme use_of_car_parking_space,TRUE,TRUE,TRUE,TRUE,FALSE,,mombasa_county,strongly_agree,strongly_agree,strongly_agree,strongly_agree,agree,agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,agree,agree,agree,agree,strongly_agree,strongly_agree,disagree,disagree,neutral,neutral,disagree,disagree,disagree,disagree,disagree,disagree,disagree,disagree,disagree,disagree,disagree,disagree,disagree,disagree,disagree,disagree,disagree,disagree,2016-03-07T17:10:25.866+03,2016-03-07T17:12:39.461+03,uuid:50888398-043d-4ed9-a83f-4d7e22114321,691533,50888398-043d-4ed9-a83f-4d7e22114321,2016-03-07T14:15:33,115,,-1,,
resident_custo,garbage_waste_disposal fresh_water_supply use_of_car_parking_space,TRUE,TRUE,FALSE,TRUE,FALSE,,mombasa_county,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,agree,agree,agree,agree,agree,strongly_agree,strongly_agree,strongly_agree,agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,disagree,disagree,disagree,disagree,disagree,disagree,disagree,disagree,disagree,option_5,option_5,option_5,disagree,disagree,disagree,disagree,disagree,option_5,option_5,option_5,option_5,option_5,2016-03-07T17:12:52.892+03,2016-03-07T17:14:54.359+03,uuid:0dc71ceb-7cd1-445e-9051-8bc965b856e7,691534,0dc71ceb-7cd1-445e-9051-8bc965b856e7,2016-03-07T14:15:34,116,,-1,,
resident_custo,garbage_waste_disposal fresh_water_supply use_of_car_parking_space,TRUE,TRUE,FALSE,TRUE,FALSE,,mombasa_county,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,option_5,option_5,option_5,option_5,option_5,option_5,option_5,option_5,option_5,option_5,option_5,option_5,disagree,disagree,disagree,disagree,disagree,option_5,option_5,disagree,disagree,disagree,2016-03-07T17:16:13.121+03,2016-03-07T17:18:23.663+03,uuid:9625bfe9-4b58-436e-8e00-94fa0d02d929,691593,9625bfe9-4b58-436e-8e00-94fa0d02d929,2016-03-07T14:41:47,117,,-1,,
business_custo,garbage_waste_disposal fresh_water_supply cleaning_of_business_environme use_of_car_parking_space,TRUE,TRUE,TRUE,TRUE,FALSE,,mombasa_county,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,agree,agree,agree,strongly_agree,strongly_agree,strongly_agree,agree,strongly_agree,strongly_agree,agree,agree,disagree,disagree,disagree,disagree,disagree,disagree,disagree,disagree,disagree,disagree,agree,agree,agree,disagree,disagree,disagree,disagree,disagree,disagree,disagree,2016-03-07T17:18:46.778+03,2016-03-07T17:20:49.547+03,uuid:dff45807-0393-4a92-896a-bb0ca8ea755c,691594,dff45807-0393-4a92-896a-bb0ca8ea755c,2016-03-07T14:41:48,118,,-1,,
business_custo,garbage_waste_disposal fresh_water_supply cleaning_of_business_environme use_of_car_parking_space,TRUE,TRUE,TRUE,TRUE,FALSE,,mombasa_county,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,agree,agree,agree,agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,agree,agree,agree,agree,agree,disagree,disagree,disagree,disagree,neutral,disagree,disagree,agree,agree,neutral,neutral,neutral,agree,agree,strongly_agree,strongly_agree,strongly_agree,2016-03-07T17:21:05.278+03,2016-03-07T17:23:15.729+03,uuid:8d7a3ff4-86ee-43bf-86ee-55a0af9402e7,691595,8d7a3ff4-86ee-43bf-86ee-55a0af9402e7,2016-03-07T14:41:48,119,,-1,,
business_custo,garbage_waste_disposal fresh_water_supply cleaning_of_business_environme use_of_car_parking_space,TRUE,TRUE,TRUE,TRUE,FALSE,,mombasa_county,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,agree,agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,agree,agree,agree,neutral,neutral,neutral,agree,disagree,disagree,disagree,disagree,disagree,disagree,disagree,disagree,disagree,disagree,disagree,agree,agree,agree,agree,2016-03-07T17:23:35.879+03,2016-03-07T17:25:33.344+03,uuid:c7c08d4a-17b1-42fe-89e5-f5386b499d75,691596,c7c08d4a-17b1-42fe-89e5-f5386b499d75,2016-03-07T14:41:49,120,,-1,,
resident_custo,garbage_waste_disposal fresh_water_supply cleaning_of_business_environme use_of_car_parking_space,TRUE,TRUE,TRUE,TRUE,FALSE,,mombasa_county,agree,agree,agree,agree,agree,agree,agree,strongly_agree,strongly_agree,agree,agree,agree,strongly_agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,neutral,disagree,disagree,agree,agree,disagree,disagree,agree,disagree,disagree,disagree,disagree,disagree,agree,agree,agree,agree,disagree,disagree,disagree,disagree,disagree,2016-03-07T17:25:52.854+03,2016-03-07T17:27:47.303+03,uuid:4015b00d-6e17-4578-8812-505e1719053d,691597,4015b00d-6e17-4578-8812-505e1719053d,2016-03-07T14:41:50,121,,-1,,
resident_custo,garbage_waste_disposal fresh_water_supply cleaning_of_business_environme use_of_car_parking_space,TRUE,TRUE,TRUE,TRUE,FALSE,,mombasa_county,agree,agree,agree,agree,strongly_agree,strongly_agree,agree,agree,agree,agree,agree,strongly_agree,strongly_agree,agree,agree,agree,agree,agree,agree,agree,strongly_agree,agree,option_5,disagree,disagree,disagree,disagree,disagree,disagree,disagree,disagree,disagree,disagree,option_5,disagree,disagree,disagree,disagree,disagree,disagree,disagree,disagree,disagree,disagree,2016-03-07T17:28:23.927+03,2016-03-07T17:30:51.802+03,uuid:a0cb7d95-fad2-4991-9d10-da93dd270b6e,691598,a0cb7d95-fad2-4991-9d10-da93dd270b6e,2016-03-07T14:41:51,122,,-1,,
resident_custo,garbage_waste_disposal fresh_water_supply cleaning_of_business_environme use_of_car_parking_space,TRUE,TRUE,TRUE,TRUE,FALSE,,mombasa_county,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,agree,agree,disagree,agree,neutral,disagree,neutral,disagree,neutral,disagree,agree,disagree,option_5,option_5,disagree,disagree,option_5,disagree,disagree,disagree,disagree,disagree,2016-03-07T17:31:14.162+03,2016-03-07T17:33:03.906+03,uuid:c55e4273-494d-42a4-ad83-c86483f11251,691599,c55e4273-494d-42a4-ad83-c86483f11251,2016-03-07T14:41:52,123,,-1,,
resident_custo,garbage_waste_disposal fresh_water_supply cleaning_of_business_environme use_of_car_parking_space,TRUE,TRUE,TRUE,TRUE,FALSE,,mombasa_county,agree,agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,agree,agree,agree,neutral,strongly_agree,strongly_agree,disagree,neutral,agree,option_5,disagree,disagree,disagree,disagree,disagree,agree,disagree,disagree,disagree,disagree,disagree,agree,neutral,disagree,disagree,option_5,option_5,disagree,2016-03-07T17:33:19.206+03,2016-03-07T17:35:26.504+03,uuid:4c03dab7-e0ba-4aa1-bcf6-3af0c9cfd322,691600,4c03dab7-e0ba-4aa1-bcf6-3af0c9cfd322,2016-03-07T14:41:52,124,,-1,,
business_custo,garbage_waste_disposal fresh_water_supply cleaning_of_business_environme use_of_car_parking_space,TRUE,TRUE,TRUE,TRUE,FALSE,,mombasa_county,agree,agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,agree,agree,agree,neutral,strongly_agree,strongly_agree,disagree,neutral,agree,option_5,disagree,disagree,disagree,disagree,disagree,agree,disagree,disagree,disagree,disagree,disagree,agree,neutral,disagree,disagree,option_5,option_5,disagree,2016-03-07T17:35:33.196+03,2016-03-07T17:38:50.562+03,uuid:fbc366f1-987c-4bbe-b8a0-5828a1e9b9f3,691601,fbc366f1-987c-4bbe-b8a0-5828a1e9b9f3,2016-03-07T14:41:53,125,,-1,,
